SiteID,SiteName,Country,StateProvince,County,USGS_Quad,HUC,FeatureID,LandUnit,LandUnitDetail,ProclaimedNF,LCC,PublicInfo,InfoSource,InfoSourceDet,MagDev,AccessDescript,SiteDescription,AKA,GeorefSource,Datum,UTM_Zone,GPS_Unit,UTME,UTMN,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,LatitudeDD,LongitudeDD,ElevationM,EPE_M,Georef_Comments,SpringType1,SpringType2,LithoPrimary,LithoSecondary,GeoLayer,EmergenceEnvironment,EmergenceEnvNote,SourceGeo,SourceGeo2,ChannelDynamics,FlowForceMech,NearestSpringM,LoginAdded,LoginAddedDate,LoginChanged,LoginChangedDate,SurveyCount,AvgEOD,HighEOD,ImageHyperlink,SketchHyperlink,SiteHyperlink,ShortName,initialtimestamp,
639,Rocky Tule spring,US,AZ,Coconino,White Horse Lake,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,,11,COC-73 to Forest Rd 354. Walk along Forest Rd 3244A for 1.2 miles,Glenn Rink surveyed the site in September 2010. Fenced in square (about 10 by 10 meters) contains metal well and cement trough. Nearly dry in July 2014.,,GPS,NAD83,12,Map 76,397610,3879882,35,3,23.292,-112,7,22.116,35.05647,-112.12281,2012,,,anthropogenic,,igneous,basalt,basalt flow,,,,,,,5329,,11/4/2010,lancemurray,3/16/2016,2,3,4,http://springsdata.org/uploaded_files/survey/2146221058/2146221058_rep_1.jpg,http://springsdata.org/uploaded_files/survey/old_images/639_rockyTuleunnamedSketch.jpg,,Rocky Tule,4/25/2014 12:11,12
755,Ross Spring,US,AZ,Coconino,Davenport Hill,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,Geonames,Imported from USGS Geonames,11,From exit 171 on I-40 travel SE on Sherwood Forest Rd (CR-102) for 1.7 mi to NF-50 for 1 mi. Continue to NF-3294 for 1.1 mi and turn onto NF-3302. Continue SW for 1.5 mi.,"This named spring is depicted on the DRG, and labeled as dry. Spring site is a 1 m by 1 m dugout well with a developed runout channel.",,map,NAD83,12,,407214,3896188,35,12,15.876,-112,1,9.624,35.20441,-112.01934,2081,,"Elevation from 10m DEM, coordinates from DRG.",helocrene,rheocrene,igneous,basalt,,subaerial,,contact spring,fracture spring,spring,gravity,1955,jeriledbetter,12/8/2010,lancemurray,3/16/2016,2,3,4,http://springsdata.org/uploaded_files/survey/old_images/755_Ross.jpg,,,Ross,4/25/2014 12:11,12
316,Saddle Horse Spring Upper,US,AZ,Mohave,Vulcans Throne,15010002,,NPS,Grand Canyon NP,,15,1,Geonames,Imported from USGS Geonames,12,"West Central AZ Strip, Uinkaret Plateau area, 1.25 miles north of Toroweap overlook in inner Saddle Horse Canyon at 174.9 Mile Right..  From Saddle Horse Canyon trailhead - 1 mile north on Esplanade, approx 60 ft below rim.  Follow pipe from trough to ledge below.",This site has been verified by Steve Rice with the National Park Service with a recreation grade GPS.Emergence at the site occurs at the contact between two layers of the Esplanade member at the base of an overhanging cliff.There are seeps over additional Esplanade ledges.,"GCNP-2, HORS003",GPS,WGS84,12,Garmin,315162,4011908,36,14,3.804,-113,3,24.552,36.23439,-113.05682,1341,,NPS Coordinates were NAD83  315289E 4011307N.  Elevation was 4402 Feet. With the following note: Lat/Long = 36&apos;13.740 min;  113&apos;03.316 min,hanging garden,,sedimentary,sandstone,Supai - Esplanade,subaerial,,,,,gravity,591,jeriledbetter,6/9/2009,jeriledbetter,1/19/2015,2,3.5,4,http://springsdata.org/uploaded_files/survey/old_images/316_SaddlehorseSpringUpper.jpg,http://springsdata.org/uploaded_files/survey/564/564_skch.jpg,,Saddle Horse Upper,4/25/2014 12:11,2
461,Schmutz Spring,US,AZ,Mohave,Fern Glen Canyon,15010002,,NPS,Grand Canyon NP,,15,1,Geonames,Imported from USGS Geonames,12,Tuckup Trail/helicopter from Rim towards Shaman's Gallery.  From Tuckup Trailhead about 1 1/2 mi. Drainage due north of big boulder downslope at old cowboy camp,This site has been verified by Steve Rice with the National Park Service with a recreation grade GPS.Emergence at the site described as a cave in Hermit cliff band in south facing drainage flowing into Tuckup Canyon.Thechannel flows less than 1 m.,TUCK002,GPS,NAD83,12,,327740,4025812,36,21,43.2,-112,55,12,36.362,-112.92,1409,7,Coordinates and elevation from NPS survey.  NPS Coordinates were NAD83  327737E 4025818N.  Elevation was 4637 Feet,limnocrene,,sedimentary,shale,Hermit Shale,subaerial,,,,,,3510,jeriledbetter,10/20/2009,margueritehendrie,4/16/2014,2,3.5,4,,http://springsdata.org/uploaded_files/survey/old_images/-1614105921_SchmutzSketch.jpg,,Schmutz,4/25/2014 12:11,7
110107,Snow Springs,US,NV,Lincoln,Lime Mountain,15010010,,BLM,Bureau Of Land Management NV,,3,1,NHD,Imported in 2013 from NHD Database,12," The area is located in the Clover Mountains 100,000 quad in the Colorado River basin.",Imported in 2013 from NHD Database Data were imported in February 2016 from a compilation of Don Sada's research. The Land Manager ID number is from this dataset.   ,,,NAD83,11,,754810,4118677,37,10,47.28,-114,7,47.1,37.1798,-114.12975,1114,,"Coordinates shifted from 37.17970, -114.12964 to location reported by Sada Feb. 2016. Sada reported elevation as 1116 meters.",rheocrene,,,,,,,,,,,7005,,4/2/2014,,,1,4,4,,,,Snow ,4/25/2014 12:11,48
14116,Travertine Falls Springs,US,AZ,Mohave,Travertine Rapids,15010002,,Tribal,Hualapai Tribal Land,,3,1,USGS Quad,Added based on DRG,12,,,349,,WGS84,12,,278681,3959631,35,45,20.988,-113,26,52.296,35.75583,-113.44786,398,,,,,,,,,,,,,,60,jeriledbetter,6/16/2012,jeriledbetter,9/15/2016,2,3.5,4,,,,Travertine Falls,4/25/2014 12:11,10
742,Triangle Spring,US,AZ,Coconino,Garland Prairie,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database,11,From exit 178 on I-40 travel south on S Garland Prairie Rd (CR-141) for 6.4 mi. Turn onto NF-3797 and continue for 740 m. The spring is located 450 m due west.,This helocrene is not shown on the DRG. A concrete spring box is built into a basalt layer at the spring site in Garland Prairie. The site has been heavily manipulated over many years.,,map,NAD83,12,,412889,3892532,35,10,19.056,-111,57,23.796,35.17196,-111.95661,2059,,"Elevation from 10m DEM, coordinates from NHD; not depicted on DRG.",helocrene,,igneous,basalt,,subaerial,,fracture spring,contact spring,spring,gravity,3136,jeriledbetter,12/8/2010,jeriledbetter,11/23/2016,2,4,4,http://springsdata.org/uploaded_files/survey/old_images/742_Triangle.jpg,,,Triangle,4/25/2014 12:11,12
773,West Elk Spring,US,AZ,Coconino,Moritz Ridge,15010004,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,"Take County Rd 141 north from Parks, AZ. Turn left a couple of times to stay on CR-141 (E Spring Valley Rd). Turn left onto to Forest Rd 97. Remain on FR 97 for 0.80 miles to the intersection of FR 97 and FR 4036. The spring is WSW of the intersection between FR 97 and FR 4036 (approximately 0.25 miles from the road).",This named spring is depicted on the DRG and was included in the AZ State Land Office shapefile. It was reported that the spring consists of a cement spring box with a broken cement trough approximately 50 feet below the spring.,"A-23-04 17ABA, FLWD_SiteID 352248111591701",map,NAD83,12,,410185,3915602,35,22,46.956,-111,59,19.788,35.37971,-111.98883,2195,,"elevation from 10m EM, coordinates from DRG and AZ State Land Office.",hillslope,rheocrene,igneous,basalt,,subaerial,,contact spring,fracture spring,mixed,gravity,387,jeriledbetter,12/8/2010,jeriledbetter,11/24/2016,4,3,4,http://springsdata.org/uploaded_files/survey/old_images/773_WestElk.jpg,,,West Elk,4/25/2014 12:11,12
19273,West Wall Spring,US,AZ,Coconino,Supai,15010004,,Tribal,Havasupai Tribe,,15,1,NHD,Imported in 2010 from NHD Database,12,,West Wall Spring is a welling field that converges into a flowing stream.There is 1.5m of wet sand around all pools.,,,NAD83,12,,348280,4009192,36,12,56.448,-112,41,16.548,36.21568,-112.68793,992,,,,,,,,,,,,,,208,,9/23/2013,jeriledbetter,9/24/2013,16,1.4,4,,,,West Wall,4/25/2014 12:11,8
1142,Youngs Spring,US,AZ,Coconino,Ashurst Lake,15020015,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,NHD,Imported in 2010 from NHD Database; Other DB from AZDWR,11,Take Coconino County Rd 3 (Lake Mary Rd) south from Flagstaff to Forest Rd 82E to Forest Rd 129A (very rough) to Forest Rd 769. Spring is approximately 100 m east of the end of Forest Rd 769.,"This is a rheocrene spring. Flow emerges from a gentle slope into a channel with a small pool. There is a tank reported 150 m down from the spring. This site was imported from the geodatabase, a compilation from multiple sources.","Youngs SpringA-20-09 30ADC, FLWD_SiteID 350517111283801",Map,NAD83,12,,456385,3882916,35,5,17.088,-111,28,42.528,35.08808,-111.47848,2157,,,,,,,,,,,,,,2621,jeriledbetter,1/9/2012,cholt,3/15/2016,3,2.3,4,http://springsdata.org/uploaded_files/survey/2146221094/2146221094_rep.jpg,,,Youngs,4/25/2014 12:11,51
889,Alto Spring,US,AZ,Coconino,O'Leary Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office,11,"From exit 395 at the intersection of I-17 and Shultz Pass-Locket Meadow Rd, travel west on Shultz Pass-Lockett Meadow Rd for 0.6 mi. Turn right on NF-9125D and continue for 0.5 mi. Turn left on NF-552 for 0.5 mi, and then turn right on NF-9125D for 0.7 mi. Turn left on NF-418 for 2.3 mi and continue left at NF-9129D for 0.6 mi. Turn left at NF-9121E to stay on NF-9129D for 1.1 mi, springs should be west of your location.","This site was imported from a compilation of multiple sources. In 2013 surveyors found two hand-dug wells in basalt outcrops, but no evidence of flow or standing water.",,Map,NAD83,12,,443628,3915088,35,22,39.108,-111,37,14.232,35.37753,-111.62062,2436,,,hillslope,,igneous,basalt,,subaerial,,contact spring,fracture spring,spring,gravity,1908,jeriledbetter,1/9/2012,lancemurray,3/10/2016,2,2.5,3,http://springsdata.org/uploaded_files/survey/old_images/889_Alto.jpg,,,Alto,4/25/2014 12:11,51
542,Aspen Spring,US,AZ,Coconino,Humphreys Peak,15020015,,USFS,"Coconino NF, Peaks RD",Coconino,3,0,IR,Dr. Lawrence Stevens data,11,"Hike up the Weatherford Trail from Schultz Tank, then go off the trail to the right in a drainage. This site is marked in a different drainage on the topo maps.",This rheocrene emerges in a steep drainage in a heavily forested area on the San Francisco Peaks.,,GPS,NAD83,12,Garmin Oregon 650,441951,3908388,35,19,1.308,-111,38,18.996,35.31703,-111.63861,2890,,,rheocrene,,igneous,,,subaerial,,,,,gravity,2547,jeriledbetter,6/30/2010,jeriledbetter,3/9/2016,4,2.2,3,http://springsdata.org/uploaded_files/survey/2146221007/2146221007_rep.jpg,,,Aspen,4/25/2014 12:11,51
1159,Barney Spring,US,AZ,Coconino,Wilson Mountain,15060202,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,"From AZ-89 alt and NF-535 travel west on Forest Service roads for approx 9.5 mi and turn left on NF-9019B for 1 mi. Turn left on NF-231 and travel for approx 8.25 mi and turn left on NF-6407. Travel for 0.9 mi, springs is located 140 m due east. Park near an occupied cabin and walk north down a steep escarpment.",Springs are reported to be located on the west facing slope of a 150 m wide shallow drainage.,"A-19-05 25DDA, FLWD_SiteID 345937111483101",Map,WGS84,12,,426186,3872634,34,59,37.032,-111,48,31.788,34.99362,-111.80883,2065,,,rheocrene,,,,,,,,,,,1081,jeriledbetter,1/19/2012,jeriledbetter,11/28/2016,3,2,3,,,,Barney,4/25/2014 12:11,51
774,Beale Spring,US,AZ,Coconino,Parks,15010004,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,State,Imported in 2009 from AZ State Land Office,11,"From the town of Parks, AZ, head north on CR-141 (N Spring Valley Rd E) from Old Highway 66 for 7.3 mi. Turn right on NF-100 (Government Mountain Rd) for 1.7 mi and keep left to stay on NF-100 for 1 mi. Springs is located 35 m north of your location.","This named spring is in a shallow drainage south of Beale Mountain, near a road. It is depicted on the DRG. Spring source contains a 5 m by 5 m concrete stock tank.",,map,NAD83,12,,417161,3913613,35,21,44.604,-111,54,42.588,35.36239,-111.91183,2255,,"Elevation from 10m DEM, coordinates from DRG and AZ State Land Office shapefile.",helocrene,rheocrene,sedimentary,limestone,Kaibab Limestone,subaerial,,fracture spring,contact spring,runoff,gravity,6377,jeriledbetter,12/8/2010,lancemurray,3/16/2016,2,2.5,3,http://springsdata.org/uploaded_files/survey/old_images/774_Beale.jpg,,,Beale,4/25/2014 12:11,12
898,Bear Jaw Spring,US,AZ,Coconino,Humphreys Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office,11,"From Shultz Pass-Lockett Meadow Rd N, turn right onto NF-9125D and continue north for 0.5 mi. Turn left onto NF-552 and continue east and north around Sugarloaf for 3.5 mi. Turn right onto NF-552B for 1.7 mi. Continue east onto NF-146 to Jack Smith and Bear Paw Spring Rd for 0.8 mi. Spring is located 80 m due east.","This site may have been a hillslope helocrene (low gradient cienega/fen) prior to extensive anthropogenic modification. The site lies in alluvial cobblefield between two arms of a braided drainage. This site was imported from the geodatabase, a compilation from multiple sources. On some resources it is shown as &quot;Bear Paw&quot;.",,GPS,NAD83,12,Garmin E-trex,440053,3911187,35,20,31.74,-111,39,34.884,35.34215,-111.65969,3038,7,,,,,,,,,,,,,723,jeriledbetter,1/9/2012,lancemurray,3/16/2016,3,2,3,http://springsdata.org/uploaded_files/survey/old_images/898_BearPaw.jpg,,,Bear Jaw,4/25/2014 12:11,51
902,Big Clearing,US,AZ,Coconino,Ashurst Lake,15020015,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,0,IR,Marguerite Hendrie research,11,At exit 211 from I-40 travel south onto County Road 510 and immediately right onto Winona Ranch Rd. Continue for 6.2 mi until Winona Ranch Rd forks with NF-82. Springs is located 800 m west across a wide drainage.,This spring discharges into a stock tank from a limestone outcrop.,,GPS,NAD83,12,ipad,461986,3886514,35,7,14.7,-111,25,1.92,35.12075,-111.4172,1977,,,rheocrene,,sedimentary,limestone,Kaibab Limestone,subaerial,,contact spring,fracture spring,mixed,gravity,3797,jeriledbetter,1/9/2012,lancemurray,3/11/2016,1,3,3,http://springsdata.org/uploaded_files/survey/old_images/902_BigClearingUnnamed.jpg,,,Big Clearing,4/25/2014 12:11,51
912,Bristow Seep Spring,US,AZ,Coconino,Mormon Mountain,15060202,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,NHD,Imported in 2010 from NHD Database,11,"Take 320 exit ramp from I-17 to Schnebly Hill Rd. Travel east on Schnebly Hill Rd for 3.5 mi. Turn right on NF-226E and continue for 0.7 mi, spring is located 170 m due west.","This site was imported from the geodatabase, a compilation from multiple sources. Dug out pond/tank near an oak stand. On July 10, 2014 the tank was dry.",Bristow Seep Spring,GPS,WGS84,12,ipad,445562,3860713,34,53,14.46,-111,35,44.7,34.88735,-111.59575,2035,6,,anthropogenic,,,,,,,,,,,2237,jeriledbetter,1/9/2012,lancemurray,3/16/2016,1,3,3,http://springsdata.org/uploaded_files/survey/2146221053/2146221053_rep.jpg,,,Bristow Seep,4/25/2014 12:11,51
813,Daves Canyon Spring,US,AZ,Coconino,Kanab Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,LMAP,Bureau of Land Management,12,,,,,NAD83,12,,351049,4039205,36,29,11.688,-112,39,46.332,36.48658,-112.66287,1114,,,,,sedimentary,sandstone,Supai - Esplanade,,,,,,,3727,,4/18/2011,,4/29/2011,2,2,3,,,,Daves Canyon,4/25/2014 12:11,12
962,End of Trail,US,AZ,Coconino,Winona,15020015,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,0,IR,Marguerite Hendrie research,11,"From exit 211 on I-40, travel south on Winona Ranch Rd (NF-82) for 2.3 mi. Turn right on NF-128H and continue SW for 4 mi. Continue left on NF-9476B for 0.64 mi.",This spring discharges from a limestone outcrop into a stock tank.,,GPS,NAD83,12,ipad,458338,3887880,35,7,58.548,-111,27,26.28,35.13293,-111.4573,2039,,,rheocrene,,sedimentary,,Kaibab Limestone,subaerial,,contact spring,fracture spring,mixed,gravity,1179,jeriledbetter,1/9/2012,lancemurray,3/14/2016,2,3,3,http://springsdata.org/uploaded_files/survey/old_images/962_EndofTrailUnnamed.jpg,,,End Of Trail,4/25/2014 12:11,51
182108,Hawaii Lower Hanging Garden,US,AZ,Coconino,Grand Canyon,15010002,,NPS,Grand Canyon NP,,15,,IR,Ledbetter Stevens research,11,From Breezy Point hike up Hermit Creek about 1.5 kilometers. This is a relatively easy hike upstream.,This hanging garden emerges about 85 m downstream of Hawaii Spring on creek left in the Hermit Creek drainage. Seepage emerges with evidence of travertine deposition at the Muav/Bright Angel Shale contact. The emergence is about 30 meters above the creek floor on a vertical wall with loose rock that would be dangerous to access.,,,WGS84,12,,390310,3992686,36,4,21.324,,13,5.304,36.07259,-112.21814,953,,,hanging garden,,sedimentary,limestone,Muav limestone,subaerial,,contact spring,,n/a,gravity,46,jeriledbetter,11/19/2016,jeriledbetter,11/19/2016,1,3,3,,,,Hawaii Lower Hanging Garden,11/19/2016 10:19,7
581,Hitt Spring,US,AZ,Coconino,White Horse Lake,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database; Other DB from AZDWR,11,"From the town of Williams, travel south on County Rd 73 for 8 mi. Turn left and continue SE on Prairie Edge Rd (NF-110) for 4.8 mi. Turn right on NF-6008 and continue south for 1.1 mi. Spring is 175 m due west.","According to the USFS, this is a perennial springs with riparian vegetation. This named spring is depicted on the DRG. It is reported to be heavily impacted by wildlife, and to have a cement spring box. Vegetation was present in August 2014, but no flow and no water in the spring box.",,map,NAD83,12,,401783,3885959,35,6,42.048,-112,4,40.008,35.11168,-112.07778,2096,,"Elevation from 10m DEM, coordinates from DRG.",helocrene,,igneous,basalt,basalt flow,,,,,,,938,jeriledbetter,8/24/2010,lancemurray,3/17/2016,2,2.5,3,http://springsdata.org/uploaded_files/survey/2146238942/2146238942_rep.jpg,,,Hitt,4/25/2014 12:11,12
1000,Iowa Camp Spring,US,AZ,Coconino,Mormon Lake,15020015,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,NHD,; ID from AZDWR GWIS,11,,"This site was imported from the geodatabase, a compilation from multiple sources.The spring appears to discharge from a large spring box.No was no flow or wetland vegetation present at time of site visit.","Iowa Camp SpringA-18-09 34DBD, FLWD_SiteID 345342111252801",Map,NAD83,12,,461148,3861495,34,53,42.432,-111,25,30.792,34.89512,-111.42522,2256,,,hillslope,,igneous,basalt,,subaerial,,contact spring,fracture spring,spring,gravity,865,jeriledbetter,1/9/2012,,,2,2,3,http://springsdata.org/uploaded_files/survey/old_images/1000_IowaCamp.jpg,,,Iowa Camp,4/25/2014 12:11,51
1002,Jack Smith Spring,US,AZ,Coconino,Humphreys Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office,11,"From Shultz Pass-Lockett Meadow Rd, travel west to Jack Smith Spring Rd. Continue west 0.16 mi on Jack Smith Spring Rd.","This site has been diverted into a concrete spring box. This site was imported from the geodatabase, a compilation from multiple sources.",,Map,NAD83,12,,441149,3911520,35,20,42.792,-111,38,51.576,35.34522,-111.64766,2929,,,helocrene,,igneous,,,subaerial,,contact spring,fracture spring,spring,gravity,439,jeriledbetter,1/9/2012,lancemurray,3/17/2016,1,3,3,http://springsdata.org/uploaded_files/survey/old_images/1002_JackSmith.jpg,,,Jack Smith,4/25/2014 12:11,51
786,Little Spring,US,AZ,Coconino,Parks,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,I-40 to HWY 66 to COC-141 to Forest Rd 796 to Forest Rd 58,"This named spring is on the north base of Wright Hill. It is depicted on the DRG, and was included in the AZ State Land Office shapefile. The spring consists of a cement box at the base of the cinder cone. There is a tank below the spring. In August 2014, the spring was dry and showed no indication of recent water although the tank held water.","A-22-04 10BDA, FLWD_SiteID 351812111572401",map,NAD83,12,,412937,3907078,35,18,11.196,-111,57,27.468,35.30311,-111.95763,2234,,"Elevations from 10m DEM, coordinates from DRG and AZ State Land Office.",hillslope,anthropogenic,igneous,basalt,,,,,,,,1706,jeriledbetter,12/8/2010,jeriledbetter,11/23/2016,3,2.3,3,http://springsdata.org/uploaded_files/survey/2146221101/2146221101_rep.jpg,,,Little,4/25/2014 12:11,12
